infinitive,je|present,tu|present,il_elle_on|present,nous|present,vous|present,ils_elles|present,je|past,tu|past,il_elle_on|past,nous|past,vous|past,ils_elles|past,je|future,tu|future,il_elle_on|future,nous|future,vous|future,ils_elles|future
pourlécher,pourlèche,pourlèches,pourlèche,pourléchons,pourléchez,pourlèchent,pourléchais,pourléchais,pourléchait,pourléchions,pourléchiez,pourléchaient,pourlècherai;pourlécherai,pourlècheras;pourlécheras,pourlèchera;pourléchera,pourlècherons;pourlécherons,pourlècherez;pourlécherez,pourlècheront;pourlécheront
persévérer,persévère,persévères,persévère,persévérons,persévérez,persévèrent,persévérais,persévérais,persévérait,persévérions,persévériez,persévéraient,persévèrerai;persévérerai,persévèreras;persévéreras,persévèrera;persévérera,persévèrerons;persévérerons,persévèrerez;persévérerez,persévèreront;persévéreront
pinter,pinte,pintes,pinte,pintons,pintez,pintent,pintais,pintais,pintait,pintions,pintiez,pintaient,pinterai,pinteras,pintera,pinterons,pinterez,pinteront
pioncer,pionce,pionces,pionce,pionçons,pioncez,pioncent,pionçais,pionçais,pionçait,pioncions,pionciez,pionçaient,pioncerai,pionceras,pioncera,pioncerons,pioncerez,pionceront
poignarder,poignarde,poignardes,poignarde,poignardons,poignardez,poignardent,poignardais,poignardais,poignardait,poignardions,poignardiez,poignardaient,poignarderai,poignarderas,poignardera,poignarderons,poignarderez,poignarderont
prédestiner,prédestine,prédestines,prédestine,prédestinons,prédestinez,prédestinent,prédestinais,prédestinais,prédestinait,prédestinions,prédestiniez,prédestinaient,prédestinerai,prédestineras,prédestinera,prédestinerons,prédestinerez,prédestineront
pirouetter,pirouette,pirouettes,pirouette,pirouettons,pirouettez,pirouettent,pirouettais,pirouettais,pirouettait,pirouettions,pirouettiez,pirouettaient,pirouetterai,pirouetteras,pirouettera,pirouetterons,pirouetterez,pirouetteront
poinçonner,poinçonne,poinçonnes,poinçonne,poinçonnons,poinçonnez,poinçonnent,poinçonnais,poinçonnais,poinçonnait,poinçonnions,poinçonniez,poinçonnaient,poinçonnerai,poinçonneras,poinçonnera,poinçonnerons,poinçonnerez,poinçonneront
picquer,picque,picques,picque,picquons,picquez,picquent,picquais,picquais,picquait,picquions,picquiez,picquaient,picquerai,picqueras,picquera,picquerons,picquerez,picqueront
plaindre,plains,plains,plaint,plaignons,plaignez,plaignent,plaignais,plaignais,plaignait,plaignions,plaigniez,plaignaient,plaindrai,plaindras,plaindra,plaindrons,plaindrez,plaindront
préconiser,préconise,préconises,préconise,préconisons,préconisez,préconisent,préconisais,préconisais,préconisait,préconisions,préconisiez,préconisaient,préconiserai,préconiseras,préconisera,préconiserons,préconiserez,préconiseront
poutrer,poutre,poutres,poutre,poutrons,poutrez,poutrent,poutrais,poutrais,poutrait,poutrions,poutriez,poutraient,poutrerai,poutreras,poutrera,poutrerons,poutrerez,poutreront
plier,plie,plies,plie,plions,pliez,plient,pliais,pliais,pliait,pliions,pliiez,pliaient,plierai,plieras,pliera,plierons,plierez,plieront
postuler,postule,postules,postule,postulons,postulez,postulent,postulais,postulais,postulait,postulions,postuliez,postulaient,postulerai,postuleras,postulera,postulerons,postulerez,postuleront
pocher,poche,poches,poche,pochons,pochez,pochent,pochais,pochais,pochait,pochions,pochiez,pochaient,pocherai,pocheras,pochera,pocherons,pocherez,pocheront
ponctionner,ponctionne,ponctionnes,ponctionne,ponctionnons,ponctionnez,ponctionnent,ponctionnais,ponctionnais,ponctionnait,ponctionnions,ponctionniez,ponctionnaient,ponctionnerai,ponctionneras,ponctionnera,ponctionnerons,ponctionnerez,ponctionneront
piger,pige,piges,pige,pigeons,pigez,pigent,pigeais,pigeais,pigeait,pigions,pigiez,pigeaient,pigerai,pigeras,pigera,pigerons,pigerez,pigeront
plastifier,plastifie,plastifies,plastifie,plastifions,plastifiez,plastifient,plastifiais,plastifiais,plastifiait,plastifiions,plastifiiez,plastifiaient,plastifierai,plastifieras,plastifiera,plastifierons,plastifierez,plastifieront
poquer,poque,poques,poque,poquons,poquez,poquent,poquais,poquais,poquait,poquions,poquiez,poquaient,poquerai,poqueras,poquera,poquerons,poquerez,poqueront
photographier,photographie,photographies,photographie,photographions,photographiez,photographient,photographiais,photographiais,photographiait,photographiions,photographiiez,photographiaient,photographierai,photographieras,photographiera,photographierons,photographierez,photographieront
prélever,prélève,prélèves,prélève,prélevons,prélevez,prélèvent,prélevais,prélevais,prélevait,prélevions,préleviez,prélevaient,prélèverai,prélèveras,prélèvera,prélèverons,prélèverez,prélèveront
purifier,purifie,purifies,purifie,purifions,purifiez,purifient,purifiais,purifiais,purifiait,purifiions,purifiiez,purifiaient,purifierai,purifieras,purifiera,purifierons,purifierez,purifieront
produire,produis,produis,produit,produisons,produisez,produisent,produisais,produisais,produisait,produisions,produisiez,produisaient,produirai,produiras,produira,produirons,produirez,produiront
projeter,projette,projettes,projette,projetons,projetez,projettent,projetais,projetais,projetait,projetions,projetiez,projetaient,projetterai,projetteras,projettera,projetterons,projetterez,projetteront
proposer,propose,proposes,propose,proposons,proposez,proposent,proposais,proposais,proposait,proposions,proposiez,proposaient,proposerai,proposeras,proposera,proposerons,proposerez,proposeront
radoucir,radoucis,radoucis,radoucit,radoucissons,radoucissez,radoucissent,radoucissais,radoucissais,radoucissait,radoucissions,radoucissiez,radoucissaient,radoucirai,radouciras,radoucira,radoucirons,radoucirez,radouciront
radicaliser,radicalise,radicalises,radicalise,radicalisons,radicalisez,radicalisent,radicalisais,radicalisais,radicalisait,radicalisions,radicalisiez,radicalisaient,radicaliserai,radicaliseras,radicalisera,radicaliserons,radicaliserez,radicaliseront
profaner,profane,profanes,profane,profanons,profanez,profanent,profanais,profanais,profanait,profanions,profaniez,profanaient,profanerai,profaneras,profanera,profanerons,profanerez,profaneront
primer,prime,primes,prime,primons,primez,priment,primais,primais,primait,primions,primiez,primaient,primerai,primeras,primera,primerons,primerez,primeront
progresser,progresse,progresses,progresse,progressons,progressez,progressent,progressais,progressais,progressait,progressions,progressiez,progressaient,progresserai,progresseras,progressera,progresserons,progresserez,progresseront
quémander,quémande,quémandes,quémande,quémandons,quémandez,quémandent,quémandais,quémandais,quémandait,quémandions,quémandiez,quémandaient,quémanderai,quémanderas,quémandera,quémanderons,quémanderez,quémanderont
rançonner,rançonne,rançonnes,rançonne,rançonnons,rançonnez,rançonnent,rançonnais,rançonnais,rançonnait,rançonnions,rançonniez,rançonnaient,rançonnerai,rançonneras,rançonnera,rançonnerons,rançonnerez,rançonneront
râler,râle,râles,râle,râlons,râlez,râlent,râlais,râlais,râlait,râlions,râliez,râlaient,râlerai,râleras,râlera,râlerons,râlerez,râleront
raccorder,raccorde,raccordes,raccorde,raccordons,raccordez,raccordent,raccordais,raccordais,raccordait,raccordions,raccordiez,raccordaient,raccorderai,raccorderas,raccordera,raccorderons,raccorderez,raccorderont
rafraichir,rafraichis,rafraichis,rafraichit,rafraichissons,rafraichissez,rafraichissent,rafraichissais,rafraichissais,rafraichissait,rafraichissions,rafraichissiez,rafraichissaient,rafraichirai,rafraichiras,rafraichira,rafraichirons,rafraichirez,rafraichiront
radiner,radine,radines,radine,radinons,radinez,radinent,radinais,radinais,radinait,radinions,radiniez,radinaient,radinerai,radineras,radinera,radinerons,radinerez,radineront
présumer,présume,présumes,présume,présumons,présumez,présument,présumais,présumais,présumait,présumions,présumiez,présumaient,présumerai,présumeras,présumera,présumerons,présumerez,présumeront
pressuriser,pressurise,pressurises,pressurise,pressurisons,pressurisez,pressurisent,pressurisais,pressurisais,pressurisait,pressurisions,pressurisiez,pressurisaient,pressuriserai,pressuriseras,pressurisera,pressuriserons,pressuriserez,pressuriseront
protester,proteste,protestes,proteste,protestons,protestez,protestent,protestais,protestais,protestait,protestions,protestiez,protestaient,protesterai,protesteras,protestera,protesterons,protesterez,protesteront
ramer,rame,rames,rame,ramons,ramez,rament,ramais,ramais,ramait,ramions,ramiez,ramaient,ramerai,rameras,ramera,ramerons,ramerez,rameront
qualifier,qualifie,qualifies,qualifie,qualifions,qualifiez,qualifient,qualifiais,qualifiais,qualifiait,qualifiions,qualifiiez,qualifiaient,qualifierai,qualifieras,qualifiera,qualifierons,qualifierez,qualifieront
punaiser,punaise,punaises,punaise,punaisons,punaisez,punaisent,punaisais,punaisais,punaisait,punaisions,punaisiez,punaisaient,punaiserai,punaiseras,punaisera,punaiserons,punaiserez,punaiseront
procéder,procède,procèdes,procède,procédons,procédez,procèdent,procédais,procédais,procédait,procédions,procédiez,procédaient,procèderai;procéderai,procèderas;procéderas,procèdera;procédera,procèderons;procéderons,procèderez;procéderez,procèderont;procéderont
rajeunir,rajeunis,rajeunis,rajeunit,rajeunissons,rajeunissez,rajeunissent,rajeunissais,rajeunissais,rajeunissait,rajeunissions,rajeunissiez,rajeunissaient,rajeunirai,rajeuniras,rajeunira,rajeunirons,rajeunirez,rajeuniront
quadrupler,quadruple,quadruples,quadruple,quadruplons,quadruplez,quadruplent,quadruplais,quadruplais,quadruplait,quadruplions,quadrupliez,quadruplaient,quadruplerai,quadrupleras,quadruplera,quadruplerons,quadruplerez,quadrupleront
rainurer,rainure,rainures,rainure,rainurons,rainurez,rainurent,rainurais,rainurais,rainurait,rainurions,rainuriez,rainuraient,rainurerai,rainureras,rainurera,rainurerons,rainurerez,rainureront
prospecter,prospecte,prospectes,prospecte,prospectons,prospectez,prospectent,prospectais,prospectais,prospectait,prospections,prospectiez,prospectaient,prospecterai,prospecteras,prospectera,prospecterons,prospecterez,prospecteront
prétendre,prétends,prétends,prétend,prétendons,prétendez,prétendent,prétendais,prétendais,prétendait,prétendions,prétendiez,prétendaient,prétendrai,prétendras,prétendra,prétendrons,prétendrez,prétendront
prévaloir,prévaux,prévaux,prévaut,prévalons,prévalez,prévalent,prévalais,prévalais,prévalait,prévalions,prévaliez,prévalaient,prévaudrai,prévaudras,prévaudra,prévaudrons,prévaudrez,prévaudront
præsenter,præsente,præsentes,præsente,præsentons,præsentez,præsentent,præsentais,præsentais,præsentait,præsentions,præsentiez,præsentaient,præsenterai,præsenteras,præsentera,præsenterons,præsenterez,præsenteront
raciner,racine,racines,racine,racinons,racinez,racinent,racinais,racinais,racinait,racinions,raciniez,racinaient,racinerai,racineras,racinera,racinerons,racinerez,racineront
prostituer,prostitue,prostitues,prostitue,prostituons,prostituez,prostituent,prostituais,prostituais,prostituait,prostituions,prostituiez,prostituaient,prostituerai,prostitueras,prostituera,prostituerons,prostituerez,prostitueront
pérenniser,pérennise,pérennises,pérennise,pérennisons,pérennisez,pérennisent,pérennisais,pérennisais,pérennisait,pérennisions,pérennisiez,pérennisaient,pérenniserai,pérenniseras,pérennisera,pérenniserons,pérenniserez,pérenniseront
prospérer,prospère,prospères,prospère,prospérons,prospérez,prospèrent,prospérais,prospérais,prospérait,prospérions,prospériez,prospéraient,prospèrerai;prospérerai,prospèreras;prospéreras,prospèrera;prospérera,prospèrerons;prospérerons,prospèrerez;prospérerez,prospèreront;prospéreront
préjuger,préjuge,préjuges,préjuge,préjugeons,préjugez,préjugent,préjugeais,préjugeais,préjugeait,préjugions,préjugiez,préjugeaient,préjugerai,préjugeras,préjugera,préjugerons,préjugerez,préjugeront
prier,prie,pries,prie,prions,priez,prient,priais,priais,priait,priions,priiez,priaient,prierai,prieras,priera,prierons,prierez,prieront
ralentir,ralentis,ralentis,ralentit,ralentissons,ralentissez,ralentissent,ralentissais,ralentissais,ralentissait,ralentissions,ralentissiez,ralentissaient,ralentirai,ralentiras,ralentira,ralentirons,ralentirez,ralentiront
rafistoler,rafistole,rafistoles,rafistole,rafistolons,rafistolez,rafistolent,rafistolais,rafistolais,rafistolait,rafistolions,rafistoliez,rafistolaient,rafistolerai,rafistoleras,rafistolera,rafistolerons,rafistolerez,rafistoleront
quantifier,quantifie,quantifies,quantifie,quantifions,quantifiez,quantifient,quantifiais,quantifiais,quantifiait,quantifiions,quantifiiez,quantifiaient,quantifierai,quantifieras,quantifiera,quantifierons,quantifierez,quantifieront
provoquer,provoque,provoques,provoque,provoquons,provoquez,provoquent,provoquais,provoquais,provoquait,provoquions,provoquiez,provoquaient,provoquerai,provoqueras,provoquera,provoquerons,provoquerez,provoqueront
préfigurer,préfigure,préfigures,préfigure,préfigurons,préfigurez,préfigurent,préfigurais,préfigurais,préfigurait,préfigurions,préfiguriez,préfiguraient,préfigurerai,préfigureras,préfigurera,préfigurerons,préfigurerez,préfigureront
prélasser,prélasse,prélasses,prélasse,prélassons,prélassez,prélassent,prélassais,prélassais,prélassait,prélassions,prélassiez,prélassaient,prélasserai,prélasseras,prélassera,prélasserons,prélasserez,prélasseront
prolonger,prolonge,prolonges,prolonge,prolongeons,prolongez,prolongent,prolongeais,prolongeais,prolongeait,prolongions,prolongiez,prolongeaient,prolongerai,prolongeras,prolongera,prolongerons,prolongerez,prolongeront
rajuster,rajuste,rajustes,rajuste,rajustons,rajustez,rajustent,rajustais,rajustais,rajustait,rajustions,rajustiez,rajustaient,rajusterai,rajusteras,rajustera,rajusterons,rajusterez,rajusteront
promener,promène,promènes,promène,promenons,promenez,promènent,promenais,promenais,promenait,promenions,promeniez,promenaient,promènerai,promèneras,promènera,promènerons,promènerez,promèneront
professer,professe,professes,professe,professons,professez,professent,professais,professais,professait,professions,professiez,professaient,professerai,professeras,professera,professerons,professerez,professeront
priser,prise,prises,prise,prisons,prisez,prisent,prisais,prisais,prisait,prisions,prisiez,prisaient,priserai,priseras,prisera,priserons,priserez,priseront
prêter,prête,prêtes,prête,prêtons,prêtez,prêtent,prêtais,prêtais,prêtait,prêtions,prêtiez,prêtaient,prêterai,prêteras,prêtera,prêterons,prêterez,prêteront
prévoir,prévois,prévois,prévoit,prévoyons,prévoyez,prévoient,prévoyais,prévoyais,prévoyait,prévoyions,prévoyiez,prévoyaient,prévoirai,prévoiras,prévoira,prévoirons,prévoirez,prévoiront
quadriller,quadrille,quadrilles,quadrille,quadrillons,quadrillez,quadrillent,quadrillais,quadrillais,quadrillait,quadrillions,quadrilliez,quadrillaient,quadrillerai,quadrilleras,quadrillera,quadrillerons,quadrillerez,quadrilleront
prosterner,prosterne,prosternes,prosterne,prosternons,prosternez,prosternent,prosternais,prosternais,prosternait,prosternions,prosterniez,prosternaient,prosternerai,prosterneras,prosternera,prosternerons,prosternerez,prosterneront
pressentir,pressens,pressens,pressent,pressentons,pressentez,pressentent,pressentais,pressentais,pressentait,pressentions,pressentiez,pressentaient,pressentirai,pressentiras,pressentira,pressentirons,pressentirez,pressentiront
pulvériser,pulvérise,pulvérises,pulvérise,pulvérisons,pulvérisez,pulvérisent,pulvérisais,pulvérisais,pulvérisait,pulvérisions,pulvérisiez,pulvérisaient,pulvériserai,pulvériseras,pulvérisera,pulvériserons,pulvériserez,pulvériseront
radiographier,radiographie,radiographies,radiographie,radiographions,radiographiez,radiographient,radiographiais,radiographiais,radiographiait,radiographiions,radiographiiez,radiographiaient,radiographierai,radiographieras,radiographiera,radiographierons,radiographierez,radiographieront
programmer,programme,programmes,programme,programmons,programmez,programment,programmais,programmais,programmait,programmions,programmiez,programmaient,programmerai,programmeras,programmera,programmerons,programmerez,programmeront
